viajero_id,ciudad_origen,destino_preferido,tipo_viaje,canal_reserva,edad,gasto_promedio_cop,frecuencia_anual,noches_promedio,satisfaccion
VCO1145,Cali,Villa de Leyva,Ecoturismo,Recomendación,33,280881,3.3,2.5,4.3
VCO1146,Barranquilla,Cartagena,Cultural,Reserva directa,50,1975382,1.1,2.5,4.9
VCO1147,Bogotá,Cartagena,Descanso,Reserva directa,43,2562938,1.0,6.0,4.6
VCO1148,Bucaramanga,Cartagena,Descanso,App móvil,28,1582321,1.9,7.4,4.6
VCO1149,Cali,San Andrés,Gastronómico,Agencia tradicional,39,1671145,1.0,4.3,4.3
VCO1150,Medellín,Cartagena,Gastronómico,Reserva directa,38,2418027,1.4,4.0,4.1
VCO1151,Bogotá,San Andrés,Cultural,Reserva directa,33,1019469,3.1,4.8,4.1
VCO1152,Barranquilla,Medellín,Gastronómico,Agencia tradicional,51,2219217,1.1,4.2,4.8
VCO1153,Medellín,Cartagena,Gastronómico,Agencia tradicional,33,1248414,2.2,6.6,4.5
VCO1154,Barranquilla,Cartagena,Cultural,App móvil,38,1029804,2.6,5.9,4.6
VCO1155,Bogotá,Cartagena,Descanso,Agencia tradicional,31,1372784,2.5,7.5,4.6
VCO1156,Medellín,Cartagena,Cultural,Reserva directa,42,2582194,1.3,7.0,4.2
VCO1157,Pereira,Santa Marta,Ecoturismo,Recomendación,29,192837,5.6,5.5,3.9
VCO1158,Cali,Medellín,Descanso,Reserva directa,42,2500721,1.7,4.6,4.5
VCO1159,Medellín,Cartagena,Gastronómico,Reserva directa,42,2064262,1.7,3.6,4.7
VCO1160,Cali,Eje Cafetero,Aventura,Recomendación,21,306511,3.5,4.2,4.8
VCO1161,Bogotá,San Andrés,Descanso,Agencia tradicional,45,2618078,1.0,3.1,5.0
VCO1162,Medellín,Amazonas,Ecoturismo,Reserva directa,29,496711,5.3,4.3,4.5
VCO1163,Pereira,Amazonas,Aventura,Reserva directa,27,280566,4.7,4.4,3.9
VCO1164,Bucaramanga,San Andrés,Descanso,App móvil,38,1528285,2.5,7.8,4.4
VCO1165,Cali,Eje Cafetero,Aventura,App móvil,25,409942,5.1,5.2,3.9
VCO1166,Medellín,Cartagena,Cultural,Reserva directa,43,1886350,1.3,2.8,4.9
VCO1167,Cali,Medellín,Descanso,Agencia tradicional,40,1824786,1.5,5.1,4.2
VCO1168,Barranquilla,San Andrés,Descanso,Agencia tradicional,40,1151317,1.1,5.1,4.0
VCO1169,Manizales,Villa de Leyva,Cultural,Recomendación,28,336172,3.5,5.4,4.8
VCO1170,Bogotá,Eje Cafetero,Cultural,Recomendación,29,315138,3.9,3.2,3.5
VCO1171,Barranquilla,Cartagena,Cultural,Agencia tradicional,36,1156960,2.8,5.7,5.0
VCO1172,Cali,Cartagena,Cultural,Agencia tradicional,42,2174125,1.3,3.0,4.5
VCO1173,Medellín,Santa Marta,Descanso,Reserva directa,43,1230027,2.0,5.7,3.8
VCO1174,Bogotá,Eje Cafetero,Ecoturismo,App móvil,24,358726,5.8,2.3,4.7
VCO1175,Barranquilla,Cartagena,Descanso,Agencia tradicional,33,1406276,2.4,3.6,4.2
VCO1176,Bogotá,Eje Cafetero,Gastronómico,Agencia tradicional,36,1277637,1.3,5.6,4.1
VCO1177,Medellín,Cartagena,Gastronómico,Agencia tradicional,40,2909909,1.3,2.0,4.3
VCO1178,Medellín,Amazonas,Aventura,App móvil,26,208361,3.6,5.4,4.8
VCO1179,Bogotá,Cartagena,Cultural,Agencia tradicional,41,2100471,1.0,2.8,4.3
VCO1180,Bogotá,Cartagena,Gastronómico,Agencia tradicional,36,1165748,2.4,7.6,4.8
VCO1181,Bogotá,Cartagena,Cultural,Reserva directa,37,2057251,2.1,3.6,4.7
VCO1182,Bogotá,Santa Marta,Aventura,Reserva directa,27,304795,3.9,2.6,4.2
VCO1183,Cúcuta,San Andrés,Descanso,Reserva directa,42,1716714,2.3,4.5,4.0
VCO1184,Cali,San Andrés,Cultural,Agencia tradicional,40,1999457,1.5,4.3,4.5
VCO1185,Bogotá,Santa Marta,Aventura,App móvil,18,545297,4.6,4.5,4.5
VCO1186,Cali,Cartagena,Gastronómico,Agencia tradicional,54,2404557,1.3,4.3,4.7
VCO1187,Bogotá,Cartagena,Cultural,Agencia tradicional,43,1124715,3.4,4.6,4.4
VCO1188,Medellín,Santa Marta,Aventura,App móvil,22,388099,6.1,5.1,3.7
VCO1189,Medellín,Eje Cafetero,Ecoturismo,Recomendación,28,552394,6.2,4.6,3.9
VCO1190,Medellín,San Andrés,Cultural,Agencia tradicional,30,1456820,1.3,5.4,4.3
VCO1191,Bogotá,Eje Cafetero,Ecoturismo,Recomendación,30,260366,2.9,5.3,3.7
VCO1192,Medellín,Eje Cafetero,Descanso,App móvil,40,1088656,3.3,6.1,4.9
VCO1193,Medellín,Eje Cafetero,Aventura,Recomendación,28,352571,6.4,2.4,4.3
VCO1194,Medellín,Eje Cafetero,Descanso,Agencia tradicional,32,1354092,1.8,5.2,4.4
VCO1195,Medellín,Amazonas,Ecoturismo,App móvil,30,351787,5.4,2.6,4.1
VCO1196,Medellín,San Andrés,Descanso,Agencia tradicional,49,2736667,2.3,6.5,5.0
VCO1197,Medellín,Villa de Leyva,Cultural,Agencia tradicional,34,2156906,1.4,2.4,5.0
VCO1198,Cali,Medellín,Gastronómico,Reserva directa,38,2346083,1.6,4.7,4.9
VCO1199,Bogotá,San Andrés,Descanso,Agencia tradicional,34,1087142,2.1,6.6,3.9
VCO1200,Cali,Eje Cafetero,Aventura,App móvil,27,421880,4.9,3.5,3.7
VCO1201,Bogotá,Villa de Leyva,Cultural,Reserva directa,43,2742161,1.6,4.0,4.7
VCO1202,Pereira,Amazonas,Aventura,App móvil,20,497711,3.8,5.0,3.6
VCO1203,Manizales,Santa Marta,Aventura,App móvil,19,504668,3.5,3.0,5.0
VCO1204,Bogotá,Villa de Leyva,Aventura,App móvil,30,370540,4.6,1.5,3.9
VCO1205,Bogotá,San Andrés,Descanso,Agencia tradicional,36,1375509,2.0,6.7,4.5
VCO1206,Medellín,Cartagena,Gastronómico,Agencia tradicional,35,2488093,2.0,4.3,4.5
VCO1207,Bogotá,Cartagena,Gastronómico,App móvil,39,1313728,2.3,4.9,4.9
VCO1208,Bogotá,San Andrés,Descanso,Reserva directa,46,1276584,2.2,6.7,4.3
VCO1209,Cali,Santa Marta,Aventura,App móvil,21,307875,3.0,3.6,3.6
VCO1210,Medellín,Medellín,Descanso,Reserva directa,53,2375413,1.0,3.3,5.0
VCO1211,Medellín,Cartagena,Cultural,App móvil,31,1122795,2.2,4.9,4.5
VCO1212,Medellín,Eje Cafetero,Descanso,App móvil,38,1016848,2.2,6.9,4.2
VCO1213,Bogotá,Amazonas,Cultural,Reserva directa,26,242005,4.8,3.1,4.9
VCO1214,Bogotá,Cartagena,Cultural,Agencia tradicional,43,3056333,2.4,3.3,4.5
VCO1215,Barranquilla,Eje Cafetero,Descanso,Reserva directa,34,1163142,1.2,3.0,4.0
VCO1216,Medellín,Villa de Leyva,Cultural,Recomendación,31,278096,2.5,2.3,4.1
VCO1217,Medellín,Amazonas,Cultural,App móvil,24,394081,4.5,3.2,4.1
VCO1218,Bucaramanga,Eje Cafetero,Descanso,App móvil,39,1014346,2.7,3.5,4.7
VCO1219,Bogotá,Cartagena,Gastronómico,App móvil,30,1361931,2.7,6.8,4.4
VCO1220,Manizales,Santa Marta,Aventura,Recomendación,27,219815,4.6,4.4,4.2
VCO1221,Medellín,Villa de Leyva,Cultural,Reserva directa,40,2518384,1.3,2.4,4.4
VCO1222,Medellín,Amazonas,Aventura,App móvil,22,346458,4.5,2.9,3.1
VCO1223,Medellín,San Andrés,Gastronómico,App móvil,28,1218525,1.4,7.6,4.7
VCO1224,Bogotá,Medellín,Descanso,Reserva directa,54,2679078,1.7,2.4,4.1
VCO1225,Bogotá,Cartagena,Gastronómico,Agencia tradicional,37,1224685,2.2,3.1,4.8
VCO1226,Bogotá,San Andrés,Descanso,Agencia tradicional,40,908357,1.9,4.7,4.6
VCO1227,Medellín,Santa Marta,Cultural,Reserva directa,28,1526025,2.4,5.9,4.6
VCO1228,Bogotá,Eje Cafetero,Aventura,App móvil,22,494445,5.4,3.4,3.8
VCO1229,Cali,Medellín,Descanso,App móvil,36,2602390,1.5,3.6,4.8
VCO1230,Barranquilla,Santa Marta,Gastronómico,Reserva directa,42,949319,1.7,7.6,4.7
VCO1231,Bogotá,Cartagena,Cultural,Agencia tradicional,39,3000778,1.0,3.9,5.0
VCO1232,Bogotá,Santa Marta,Cultural,Recomendación,22,600000,5.0,3.5,3.3
VCO1233,Medellín,Amazonas,Aventura,Recomendación,20,250441,5.1,4.1,3.7
VCO1234,Pereira,Santa Marta,Cultural,Recomendación,23,385986,2.0,2.2,4.4
VCO1235,Bogotá,Cartagena,Cultural,Reserva directa,36,1032523,1.9,5.2,3.8
VCO1236,Medellín,Eje Cafetero,Aventura,Recomendación,20,306896,3.7,2.9,4.7
VCO1237,Bogotá,Villa de Leyva,Gastronómico,Agencia tradicional,45,2322628,2.1,5.6,4.7
VCO1238,Cúcuta,San Andrés,Cultural,App móvil,41,1233730,2.0,4.4,4.2
VCO1239,Bogotá,San Andrés,Cultural,Agencia tradicional,32,3145147,1.5,4.1,5.0
VCO1240,Medellín,Santa Marta,Aventura,App móvil,26,232039,4.2,2.5,4.5
VCO1241,Cali,Villa de Leyva,Gastronómico,Agencia tradicional,36,2873861,1.4,3.7,4.7
VCO1242,Bogotá,Villa de Leyva,Cultural,Agencia tradicional,41,2647970,1.0,4.4,4.4
VCO1243,Medellín,Medellín,Descanso,Reserva directa,47,2053069,1.8,4.7,4.7
VCO1244,Medellín,San Andrés,Gastronómico,App móvil,44,2483403,1.8,3.2,4.7
VCO1245,Medellín,Cartagena,Gastronómico,Reserva directa,38,2888195,1.1,3.1,4.3
VCO1246,Bogotá,San Andrés,Gastronómico,Agencia tradicional,36,727028,1.0,6.5,4.4
VCO1247,Medellín,Santa Marta,Aventura,Recomendación,20,256875,3.6,4.9,4.0
VCO1248,Manizales,Eje Cafetero,Aventura,App móvil,29,321360,6.3,3.3,3.6
VCO1249,Barranquilla,San Andrés,Cultural,Agencia tradicional,42,2924726,1.0,4.4,4.5
VCO1250,Barranquilla,Eje Cafetero,Cultural,App móvil,34,1191816,2.1,5.5,4.9
VCO1251,Medellín,Medellín,Gastronómico,App móvil,40,2587335,1.6,5.0,4.8
VCO1252,Barranquilla,San Andrés,Descanso,App móvil,39,1401282,1.6,3.7,4.3
VCO1253,Pereira,Amazonas,Cultural,App móvil,21,295076,5.0,2.5,3.5
VCO1254,Bogotá,Eje Cafetero,Aventura,Recomendación,22,443070,4.8,2.9,3.4
VCO1255,Medellín,Cartagena,Descanso,Agencia tradicional,30,1084357,1.9,4.7,4.1
VCO1256,Barranquilla,San Andrés,Descanso,Agencia tradicional,37,1259028,2.3,4.8,4.8
VCO1257,Medellín,Eje Cafetero,Aventura,App móvil,28,262927,4.5,1.9,4.4
VCO1258,Bucaramanga,San Andrés,Descanso,Reserva directa,40,1218587,1.9,5.8,4.3
VCO1259,Bogotá,Eje Cafetero,Ecoturismo,Recomendación,27,490074,4.1,2.9,3.4
VCO1260,Cúcuta,Cartagena,Gastronómico,Reserva directa,37,1097987,1.3,5.6,4.4
VCO1261,Bogotá,Amazonas,Aventura,Recomendación,30,370589,4.7,3.6,3.6
VCO1262,Cali,San Andrés,Descanso,Reserva directa,36,2590772,1.0,4.1,5.0
VCO1263,Cali,Eje Cafetero,Aventura,Recomendación,25,384588,4.2,4.9,4.3
VCO1264,Medellín,San Andrés,Gastronómico,Agencia tradicional,29,1026246,1.0,5.8,4.6
VCO1265,Bogotá,Villa de Leyva,Aventura,App móvil,19,187411,3.1,4.7,4.6
VCO1266,Bogotá,Villa de Leyva,Cultural,Reserva directa,28,244275,4.1,3.0,5.0
VCO1267,Bogotá,San Andrés,Gastronómico,Reserva directa,42,1366099,3.0,5.1,4.6
VCO1268,Barranquilla,San Andrés,Descanso,Agencia tradicional,40,1018840,2.4,7.8,4.1
VCO1269,Bucaramanga,Santa Marta,Cultural,Agencia tradicional,32,844112,1.1,7.6,4.8
VCO1270,Bogotá,Eje Cafetero,Aventura,App móvil,24,264027,5.2,2.9,4.0
VCO1271,Bucaramanga,Cartagena,Descanso,Reserva directa,41,1046729,1.6,6.3,4.3
VCO1272,Bogotá,Cartagena,Gastronómico,Reserva directa,40,2161584,1.0,4.0,4.9
VCO1273,Medellín,Cartagena,Cultural,Agencia tradicional,44,2762759,2.1,3.1,4.8
VCO1274,Medellín,Santa Marta,Aventura,Recomendación,25,349226,4.4,4.2,3.2
VCO1275,Bogotá,Eje Cafetero,Descanso,App móvil,38,1142369,2.9,4.0,4.7
VCO1276,Medellín,Amazonas,Ecoturismo,Recomendación,24,388448,3.1,4.6,4.1
VCO1277,Bogotá,Santa Marta,Aventura,Recomendación,25,465725,4.3,2.2,3.8
VCO1278,Bogotá,Cartagena,Cultural,Reserva directa,51,2843308,1.0,5.0,4.8
VCO1279,Manizales,Eje Cafetero,Ecoturismo,Recomendación,24,315629,4.9,2.8,4.2
VCO1280,Bogotá,San Andrés,Descanso,Reserva directa,34,1302120,3.0,3.4,4.2
VCO1281,Bogotá,San Andrés,Cultural,App móvil,39,1040868,2.2,5.7,4.6
VCO1282,Bucaramanga,San Andrés,Gastronómico,App móvil,44,1479883,2.4,3.7,4.9
VCO1283,Bogotá,Cartagena,Descanso,Agencia tradicional,35,1152692,1.5,5.3,4.2
VCO1284,Medellín,Eje Cafetero,Cultural,App móvil,28,426824,5.0,5.1,3.4
VCO1285,Cali,Amazonas,Cultural,Reserva directa,23,206464,2.8,4.0,3.5
VCO1286,Bogotá,Cartagena,Cultural,Agencia tradicional,42,1029763,2.7,7.3,3.7
VCO1287,Bogotá,Santa Marta,Aventura,App móvil,27,202918,4.0,4.7,3.4
VCO1288,Bogotá,Eje Cafetero,Ecoturismo,App móvil,25,421849,5.5,3.9,3.1
VCO1289,Bogotá,Amazonas,Ecoturismo,Recomendación,22,320577,5.7,2.6,4.4
VCO1290,Cali,Santa Marta,Aventura,Recomendación,23,406202,2.5,5.4,4.3
VCO1291,Barranquilla,Cartagena,Gastronómico,Reserva directa,40,848898,2.6,5.4,4.3
VCO1292,Cali,Villa de Leyva,Ecoturismo,App móvil,22,443693,3.5,3.5,4.2
VCO1293,Barranquilla,Cartagena,Cultural,Agencia tradicional,48,1022857,3.6,7.3,4.4
VCO1294,Barranquilla,Santa Marta,Descanso,Agencia tradicional,40,1075033,1.2,4.3,4.4
VCO1295,Cali,Cartagena,Cultural,App móvil,49,2601651,1.1,3.9,4.4
VCO1296,Manizales,Eje Cafetero,Aventura,Recomendación,31,209657,5.2,4.1,4.9
VCO1297,Manizales,Santa Marta,Ecoturismo,App móvil,23,357562,6.8,3.0,3.8
VCO1298,Cali,Amazonas,Ecoturismo,Recomendación,26,494487,5.5,4.3,3.6
VCO1299,Medellín,Santa Marta,Cultural,Reserva directa,43,1027114,2.8,5.8,4.0
VCO1300,Medellín,Santa Marta,Gastronómico,Agencia tradicional,38,1517904,1.2,6.2,4.0
VCO1301,Bogotá,Villa de Leyva,Ecoturismo,App móvil,26,439334,5.2,2.1,4.2
VCO1302,Medellín,Cartagena,Cultural,Reserva directa,47,2186271,1.6,2.3,4.5
VCO1303,Manizales,Santa Marta,Cultural,App móvil,27,389910,3.8,1.9,4.3
VCO1304,Barranquilla,Cartagena,Gastronómico,Agencia tradicional,41,979045,3.2,4.2,4.0
VCO1305,Bucaramanga,San Andrés,Gastronómico,Agencia tradicional,34,1397721,1.1,6.5,4.8
VCO1306,Bogotá,Villa de Leyva,Cultural,Agencia tradicional,43,2700451,1.0,4.9,4.3
VCO1307,Bogotá,Cartagena,Descanso,Agencia tradicional,39,1320742,2.4,5.1,4.3
VCO1308,Medellín,San Andrés,Gastronómico,Agencia tradicional,45,2495917,1.4,4.0,5.0
VCO1309,Cali,Villa de Leyva,Cultural,App móvil,28,345325,4.2,3.0,4.4
VCO1310,Medellín,Cartagena,Cultural,Agencia tradicional,44,2208643,1.3,3.0,4.8
VCO1311,Manizales,Amazonas,Ecoturismo,App móvil,30,264717,6.0,5.6,4.7
VCO1312,Barranquilla,Cartagena,Cultural,Reserva directa,46,2780555,1.2,5.7,5.0
VCO1313,Barranquilla,San Andrés,Descanso,App móvil,39,1068323,1.9,3.2,4.7
VCO1314,Cali,San Andrés,Descanso,App móvil,40,2741512,1.3,3.4,4.5
VCO1315,Barranquilla,Cartagena,Descanso,Reserva directa,39,1295628,2.9,6.6,5.0
VCO1316,Bogotá,Santa Marta,Gastronómico,App móvil,38,1084554,2.7,9.4,4.3
VCO1317,Medellín,San Andrés,Descanso,Agencia tradicional,40,1230505,2.7,3.0,4.3
VCO1318,Bucaramanga,Cartagena,Gastronómico,Agencia tradicional,45,889692,1.3,5.2,4.2
VCO1319,Cali,Eje Cafetero,Ecoturismo,Reserva directa,20,474820,3.0,1.8,3.1
VCO1320,Manizales,Amazonas,Aventura,App móvil,28,193871,3.0,4.6,3.5
VCO1321,Bogotá,Amazonas,Ecoturismo,Reserva directa,23,244764,4.5,1.5,3.6
VCO1322,Cali,Eje Cafetero,Aventura,App móvil,32,454755,4.9,3.1,3.7
VCO1323,Bogotá,Cartagena,Gastronómico,Reserva directa,44,2710374,1.0,2.8,5.0
VCO1324,Medellín,Santa Marta,Cultural,Recomendación,22,296262,3.9,3.1,4.6
VCO1325,Cali,Cartagena,Cultural,App móvil,30,2022810,1.6,4.3,4.7
VCO1326,Bogotá,Amazonas,Ecoturismo,Recomendación,29,305598,4.5,4.4,4.0
VCO1327,Bogotá,Amazonas,Aventura,App móvil,24,237810,2.0,2.6,4.0
VCO1328,Bogotá,Medellín,Gastronómico,App móvil,46,1789607,2.2,4.6,4.8
VCO1329,Cúcuta,San Andrés,Descanso,Reserva directa,47,1314228,1.8,4.0,5.0
VCO1330,Bogotá,San Andrés,Cultural,Agencia tradicional,34,1055302,2.4,5.6,4.7
VCO1331,Barranquilla,San Andrés,Descanso,Agencia tradicional,29,1453332,1.9,3.0,4.2
VCO1332,Medellín,Cartagena,Gastronómico,Reserva directa,35,1005787,1.7,3.9,4.6
VCO1333,Medellín,Villa de Leyva,Cultural,App móvil,24,425671,4.8,4.0,2.9
VCO1334,Barranquilla,Villa de Leyva,Cultural,Agencia tradicional,56,1900545,1.7,2.8,4.6
VCO1335,Medellín,Villa de Leyva,Cultural,App móvil,46,2977685,1.8,3.6,4.9
VCO1336,Bogotá,San Andrés,Descanso,Agencia tradicional,38,1348263,1.7,6.2,4.8
VCO1337,Medellín,Eje Cafetero,Aventura,Recomendación,24,411522,3.9,4.7,4.7
VCO1338,Bogotá,Cartagena,Gastronómico,Agencia tradicional,36,1441802,1.7,6.7,3.9
VCO1339,Pereira,Amazonas,Aventura,Recomendación,29,349591,4.2,4.2,4.2
VCO1340,Manizales,Eje Cafetero,Aventura,App móvil,27,381901,4.0,4.1,3.5
VCO1341,Bogotá,Santa Marta,Ecoturismo,App móvil,28,412814,5.2,4.4,3.6
VCO1342,Barranquilla,Santa Marta,Descanso,Agencia tradicional,37,1109671,2.5,6.0,4.3
VCO1343,Medellín,San Andrés,Gastronómico,Reserva directa,44,2261047,1.8,3.6,4.6
VCO1344,Bogotá,Eje Cafetero,Descanso,Agencia tradicional,40,1147367,1.5,6.9,4.4
VCO1345,Medellín,Santa Marta,Descanso,Agencia tradicional,31,925518,2.0,4.7,4.8
VCO1346,Bogotá,Cartagena,Descanso,App móvil,40,1138873,1.5,7.4,4.2
VCO1347,Bogotá,Santa Marta,Ecoturismo,Reserva directa,35,478633,5.8,3.0,4.7
VCO1348,Bogotá,Villa de Leyva,Aventura,Recomendación,30,458276,4.1,4.3,5.0
VCO1349,Cali,Medellín,Gastronómico,Reserva directa,42,2160949,1.4,5.0,4.5
VCO1350,Bogotá,Eje Cafetero,Aventura,App móvil,20,465493,5.8,3.6,3.3
VCO1351,Cali,Medellín,Cultural,Agencia tradicional,44,2868774,1.0,2.2,4.5
VCO1352,Cúcuta,Cartagena,Gastronómico,Agencia tradicional,30,1316924,1.4,8.2,5.0
VCO1353,Medellín,San Andrés,Descanso,Reserva directa,33,1247565,1.2,7.1,4.0
VCO1354,Bogotá,Santa Marta,Cultural,Agencia tradicional,38,1295925,3.4,6.3,4.8
VCO1355,Medellín,San Andrés,Cultural,Agencia tradicional,37,1113539,1.6,4.0,4.2
VCO1356,Barranquilla,Villa de Leyva,Gastronómico,App móvil,34,2516616,1.6,4.6,4.7
VCO1357,Bogotá,Cartagena,Descanso,Agencia tradicional,47,2070522,1.9,4.4,5.0
VCO1358,Bucaramanga,Santa Marta,Descanso,Agencia tradicional,41,1457686,2.9,6.5,3.6
VCO1359,Bogotá,Santa Marta,Aventura,App móvil,25,453236,5.5,4.2,3.6
VCO1360,Cúcuta,Cartagena,Descanso,App móvil,37,1425769,1.9,5.8,4.4
VCO1361,Medellín,Cartagena,Gastronómico,Reserva directa,39,3117936,1.7,2.9,4.9
VCO1362,Manizales,Santa Marta,Aventura,App móvil,35,219960,2.0,6.0,3.9
VCO1363,Bogotá,San Andrés,Descanso,App móvil,28,1101007,2.0,4.2,3.8
VCO1364,Medellín,San Andrés,Cultural,App móvil,41,996800,3.7,8.0,4.6
VCO1365,Bogotá,San Andrés,Cultural,Agencia tradicional,34,851047,2.2,3.0,3.8
VCO1366,Medellín,Eje Cafetero,Aventura,Reserva directa,27,381957,4.9,2.5,3.4
VCO1367,Cúcuta,Cartagena,Cultural,Agencia tradicional,34,1135218,2.7,5.4,4.0
VCO1368,Barranquilla,San Andrés,Cultural,App móvil,44,2397925,1.7,4.3,4.3
VCO1369,Bogotá,Villa de Leyva,Cultural,Recomendación,34,257444,5.2,5.2,4.2
VCO1370,Bogotá,Villa de Leyva,Ecoturismo,Recomendación,21,375800,3.4,5.0,3.3
VCO1371,Cali,Villa de Leyva,Gastronómico,Reserva directa,51,2829369,1.2,6.6,4.2
VCO1372,Bogotá,Santa Marta,Ecoturismo,App móvil,22,307449,5.0,2.3,3.9
VCO1373,Bogotá,San Andrés,Gastronómico,Reserva directa,51,2701746,1.8,3.2,4.7
VCO1374,Barranquilla,San Andrés,Descanso,Reserva directa,28,1476638,3.0,7.1,4.5
VCO1375,Bogotá,Amazonas,Cultural,Recomendación,24,478428,5.7,2.9,3.7
VCO1376,Medellín,San Andrés,Gastronómico,Agencia tradicional,59,2301913,1.0,4.2,4.4
VCO1377,Bogotá,Cartagena,Descanso,Reserva directa,40,1327708,3.4,6.8,4.5
VCO1378,Bogotá,Eje Cafetero,Descanso,App móvil,36,1539524,1.7,7.0,4.5
VCO1379,Manizales,Eje Cafetero,Aventura,Recomendación,21,167137,5.3,2.8,5.0
VCO1380,Bogotá,Santa Marta,Descanso,Agencia tradicional,34,1329225,3.0,4.9,4.2
VCO1381,Cali,Eje Cafetero,Cultural,Reserva directa,23,411311,3.7,3.7,4.3
VCO1382,Cúcuta,San Andrés,Descanso,App móvil,41,927591,1.8,4.5,4.7
VCO1383,Medellín,San Andrés,Cultural,Reserva directa,51,2396311,1.4,3.0,4.4
VCO1384,Bogotá,Eje Cafetero,Aventura,Reserva directa,24,228213,5.6,3.2,4.3
VCO1385,Bogotá,San Andrés,Descanso,Reserva directa,42,1212157,1.2,3.2,3.8
VCO1386,Cali,Eje Cafetero,Aventura,App móvil,27,305591,6.1,4.2,4.2
VCO1387,Cali,Villa de Leyva,Gastronómico,Agencia tradicional,56,2680324,1.7,4.5,4.4
VCO1388,Manizales,Villa de Leyva,Ecoturismo,App móvil,23,342570,2.7,2.2,4.1
VCO1389,Bogotá,San Andrés,Cultural,App móvil,41,2683016,1.7,6.1,4.7
VCO1390,Medellín,Santa Marta,Gastronómico,App móvil,39,1137664,1.8,3.9,3.9
VCO1391,Medellín,Eje Cafetero,Aventura,Reserva directa,19,427423,6.0,4.8,4.1
VCO1392,Medellín,Eje Cafetero,Ecoturismo,App móvil,18,381919,4.4,3.3,4.2
VCO1393,Bogotá,Eje Cafetero,Ecoturismo,App móvil,33,434003,5.9,2.0,4.3
VCO1394,Barranquilla,Cartagena,Descanso,Agencia tradicional,38,1201512,3.6,8.0,4.3
VCO1395,Medellín,Amazonas,Aventura,Reserva directa,22,361439,5.0,3.9,4.0
VCO1396,Bogotá,Cartagena,Descanso,Reserva directa,35,2673416,1.0,6.5,4.4
VCO1397,Barranquilla,San Andrés,Descanso,Agencia tradicional,45,1129509,1.8,6.1,4.2
VCO1398,Manizales,Eje Cafetero,Aventura,Recomendación,26,347809,2.1,4.2,4.3
VCO1399,Cúcuta,Cartagena,Descanso,Reserva directa,42,1181219,2.0,6.3,4.3
VCO1400,Cúcuta,Eje Cafetero,Descanso,Agencia tradicional,36,1432600,2.4,3.8,4.6
VCO1401,Bogotá,Villa de Leyva,Ecoturismo,Recomendación,21,472884,4.7,3.2,4.6
VCO1402,Medellín,Amazonas,Aventura,App móvil,26,397803,3.1,4.9,3.7
VCO1403,Medellín,Eje Cafetero,Cultural,App móvil,22,293095,3.1,5.2,4.4
VCO1404,Bucaramanga,Cartagena,Gastronómico,Agencia tradicional,39,1241698,2.9,9.1,4.8
VCO1405,Medellín,Santa Marta,Cultural,App móvil,33,729103,2.1,4.9,4.9
VCO1406,Medellín,Cartagena,Gastronómico,Agencia tradicional,34,1203650,3.3,6.1,4.8
VCO1407,Medellín,San Andrés,Cultural,Reserva directa,50,2389465,1.0,2.9,4.4
VCO1408,Barranquilla,Villa de Leyva,Cultural,Agencia tradicional,48,2673499,1.6,5.0,4.5
VCO1409,Cúcuta,San Andrés,Descanso,App móvil,32,1289167,1.4,3.4,4.6
VCO1410,Bogotá,Cartagena,Cultural,Reserva directa,38,2358981,1.0,5.1,5.0
VCO1411,Bogotá,Santa Marta,Ecoturismo,App móvil,26,446465,5.7,2.6,4.5
VCO1412,Manizales,Eje Cafetero,Aventura,Reserva directa,20,275056,4.2,2.1,3.9
VCO1413,Bogotá,Eje Cafetero,Aventura,Reserva directa,24,240233,4.0,2.2,3.0
VCO1414,Bogotá,Villa de Leyva,Ecoturismo,Recomendación,25,444395,4.5,4.1,4.1
VCO1415,Medellín,Eje Cafetero,Descanso,Agencia tradicional,35,1171026,2.1,6.9,4.6
VCO1416,Bogotá,Villa de Leyva,Gastronómico,Agencia tradicional,32,2375841,1.5,4.0,4.6
VCO1417,Manizales,Eje Cafetero,Ecoturismo,App móvil,31,414056,3.9,4.2,4.9
VCO1418,Medellín,Eje Cafetero,Aventura,App móvil,29,514787,5.1,3.1,4.5
VCO1419,Barranquilla,Santa Marta,Gastronómico,App móvil,36,748841,2.8,3.9,5.0
VCO1420,Medellín,Cartagena,Gastronómico,Reserva directa,44,2084082,1.0,2.5,4.7
VCO1421,Medellín,Eje Cafetero,Aventura,App móvil,27,377434,4.3,3.3,4.0
VCO1422,Bucaramanga,Santa Marta,Descanso,App móvil,34,1076364,1.8,6.1,4.6
VCO1423,Medellín,Amazonas,Aventura,App móvil,25,287649,4.0,3.9,3.8
VCO1424,Medellín,Eje Cafetero,Cultural,App móvil,30,297848,5.1,4.6,3.6
VCO1425,Bogotá,San Andrés,Cultural,Reserva directa,51,2739635,1.0,3.1,4.8
VCO1426,Medellín,Villa de Leyva,Gastronómico,Reserva directa,39,2570269,1.6,5.3,4.8
VCO1427,Medellín,Santa Marta,Ecoturismo,App móvil,20,361046,3.8,3.6,3.1
VCO1428,Bogotá,Cartagena,Cultural,Reserva directa,30,1947292,1.2,4.5,4.6
VCO1429,Barranquilla,San Andrés,Cultural,Agencia tradicional,43,1060079,1.5,5.7,4.7
